annotation	node1	node2	node3	relevant_node	expected	taxonomy	type	organism	tax_id
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Asian prunus virus 3	351428
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Asparagus virus 1	443746
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Bromoviridae				from_vog	Asparagus virus 2	39681
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Asparagus virus 3	445435
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Asparagus virus 3	445435
"None"	dsRNA viruses	Aspergillus foetidus dsRNA mycovirus	Aspergillus foetidus dsRNA mycovirus				from_vog	Aspergillus foetidus dsRNA mycovirus	1087068
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales				from_vog	Asterionellopsis glacialis RNA virus	1522179
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Astrovirus Er/SZAL6/HUN/2011	1671382
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Astrovirus MLB2	683172
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Astrovirus MLB3	1247114
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Astrovirus VA3	683174
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Astrovirus VA4	1247113
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Astrovirus wild boar/WBAstV-1/2011/HUN	1137931
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Asystasia mosaic Madagascar virus	1611435
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Ateles paniscus polyomavirus 1				from_vog	Ateles paniscus polyomavirus 1	1236391
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Caliciviridae	Caliciviridae	5		from_vog	Atlantic salmon calicivirus	1489836
"Not annotated"	Retro-transcribing viruses	Retroviridae	Atlantic salmon swim bladder sarcoma virus	Retroviridae	8		from_vog	Atlantic salmon swim bladder sarcoma virus	348296
"None"	Retro-transcribing viruses	Caulimoviridae	Caulimovirus				from_vog	Atractylodes mild mottle virus	1711685
"None"	dsDNA viruses, no RNA stage	Caudovirales	Aurantimonas phage AmM-1				from_vog	Aurantimonas phage AmM-1	1503929
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales				from_vog	Aurantiochytrium single-stranded RNA virus 01	674971
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Togaviridae	Alphavirus	9		from_vog	Aura virus	44158
"None"	dsDNA viruses, no RNA stage	Phycodnaviridae	unclassified Phycodnaviridae				from_vog	Aureococcus anophagefferens virus	1474867
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Australian bat lyssavirus	90961
"None"	Pospiviroidae	Apscaviroid	Australian grapevine viroid				from_vog	Australian grapevine viroid	190810
"None"	dsDNA viruses, no RNA stage	Baculoviridae	Alphabaculovirus				from_vog	Autographa californica nucleopolyhedrovirus	46015
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Astroviridae	Astroviridae	7		from_vog	Turkey astrovirus 2	246343
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	Budgerigar fledgling disease virus - 1				from_vog	Budgerigar fledgling disease virus - 1	133789
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Canary bornavirus 3	1715291
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Retroviridae	8		from_vog	Avian carcinoma virus	11958
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Gammacoronavirus	13		from_vog	Infectious bronchitis virus	11120
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Gammacoronavirus	13		from_custom_parser	Turkey coronavirus	11152
"None"	ssDNA viruses	Parvoviridae	Parvovirinae				from_vog	Avian adeno-associated virus strain DA-1	281492
"None"	ssDNA viruses	Parvoviridae	Parvovirinae				from_vog	Avian adeno-associated virus ATCC VR-865	ATCC:VR-865
"Not annotated"	Retro-transcribing viruses	Retroviridae	Avian endogenous retrovirus EAV-HP	Retroviridae	8		from_vog	Avian endogenous retrovirus EAV-HP	93465
"None"	ssDNA viruses	Circoviridae	Gyrovirus				from_vog	Avian gyrovirus 2	1002273
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Retroviridae	8		from_vog	Avian leukosis virus - RSA	363745
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Retroviridae	8		from_custom_parser	Avian leukemia virus	11946
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avian-like circovirus	1844928
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Avian metapneumovirus	38525
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Retroviridae	8		from_vog	Avian myelocytomatosis virus	11867
"None"	dsRNA viruses	Reoviridae	Spinareovirinae				from_vog	Avian orthoreovirus	38170
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Avian sapelovirus	686983
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Avisivirus Pf-CHK1/AsV	1766559
"None"	Avsunviroidae	Avsunviroid	Avocado sunblotch viroid				from_vog	Avocado sunblotch viroid	12896
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 1	1618232
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 10	1618233
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 11	1618234
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 12	1618235
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 13	1618236
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 14	1618237
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 15	1618238
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 16	1618239
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 17	1618240
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 19	1618242
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 2	1618243
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 20	1618244
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 21	1618245
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 22	1618246
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 23	1618247
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 24	1618248
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 25	1618249
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 26	1618250
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 27	1618251
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 28	1618252
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 29	1618253
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 3	1618254
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 4	1618255
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 5	1618256
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 6	1618257
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 7	1618258
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 8	1618259
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Avon-Heathcote Estuary associated circular virus 9	1618260
"None"	ssDNA viruses	Geminiviridae	Mastrevirus				from_vog	Axonopus compressus streak virus	1476487
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Pestivirus strain Aydin/04-TR	1234809
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Azospirillum phage Cd	467481
"Annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Gammaretrovirus	9		from_vog	Baboon endogenous virus strain M7	11764
"None"	dsRNA viruses	Reoviridae	Spinareovirinae				from_vog	Baboon orthoreovirus	75888
"None"	unassigned viruses	Bacilladnavirus	environmental samples				from_vog	Bacillariodnavirus LDMD-2013	1379694
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Bacillus phage 0305phi8-36	458639
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Bacillus phage BCD7	1136534
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage BCJA1c	294382
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Bacillus phage BM5	1755679
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Bacillus phage Bp8p-C	1445810
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Bacillus phage BPS10C	1277886
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage BtCS33	1194641
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Bacillus phage Evoli	1486658
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage Fah	345922
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage Gamma	347962
"None"	dsDNA viruses, no RNA stage	Tectiviridae	Tectivirus				from_vog	Bacillus phage GIL16c	307240
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Bacillus phage Hoody T	1486660
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Bacillus phage MG-B1	1309583
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Bacillus phage Pavlov	1675598
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage PBC1	1161901
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage phi105	10717
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage phiCM3	1357713
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage phIS3501	1124578
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage PM1	547228
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Bacillus phage SP-10	941058
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage SPP1	10724
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage vB_BanS-Tsamsa	1308863
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Bacillus phage VMY22	1734382
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacillus phage Waukesha92	1510440
"None"	dsDNA viruses, no RNA stage	Tectiviridae	Tectivirus				from_vog	Bacillus phage Wip1	663237
"None"	dsDNA viruses, no RNA stage	Caudovirales	Bacillus virus 1				from_vog	Bacillus virus 1	396034
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Bacillus virus SPO1	10685
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Bacteriophage APSE-2	340054
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacteriophage Lily	1589751
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacteroides phage B124-14	1105171
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Bacteroides phage B40-8	99179
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_custom_parser	Bagaza virus	64290
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Bamboo mosaic virus	35286
"None"	Satellites	Satellite Nucleic Acids	Single stranded RNA satellites				from_vog	Bamboo mosaic virus satellite RNA	190811
"None"	ssDNA viruses	Geminiviridae	unclassified Geminiviridae				from_vog	Baminivirus	1229324
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Banana bract mosaic virus	45661
"None"	ssDNA viruses	Nanoviridae	Babuvirus				from_vog	Banana bunchy top virus	12585
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Banana mild mosaic virus	148879
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Banana streak CA virus	1016852
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Banana streak GF virus	328670
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Banana streak IM virus	1016853
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Banana streak MY virus	1476909
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Banana streak OL virus	328671
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Banana streak UA virus	1016854
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Banana streak UI virus	1016855
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Banana streak UL virus	1016856
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Banana streak UM virus	1016857
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Banana streak virus Acuminata Yunnan	334778
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Banana streak VN virus	1411991
"None"	dsDNA viruses, no RNA stage	Papillomaviridae	unclassified Papillomaviridae				from_vog	Bandicoot papillomatosis carcinomatosis virus type 1	479058
"None"	dsDNA viruses, no RNA stage	Papillomaviridae	unclassified Papillomaviridae				from_vog	Bandicoot papillomatosis carcinomatosis virus type 2	500654
"None"	dsRNA viruses	Reoviridae	Sedoreovirinae				from_vog	Banna virus strain JKT-6423	649604
"None"	ssDNA viruses	Circoviridae	Circovirus				from_vog	Barbel circovirus	759938
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nodaviridae				from_vog	Barfin flounder nervous necrosis virus	43761
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Barley mild mosaic virus	12466
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Virgaviridae				from_vog	Barley stripe mosaic virus	12327
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Luteoviridae				from_vog	Barley virus G	1825924
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Luteoviridae				from_vog	Barley yellow dwarf virus-GAV	224578
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Luteoviridae				from_vog	Barley yellow dwarf virus-MAV	12038
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Luteoviridae				from_vog	Barley yellow dwarf virus-PAS	228581
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Luteoviridae				from_vog	Barley yellow dwarf virus-PAV	12040
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Barley yellow mosaic virus	12465
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Togaviridae	Alphavirus	9		from_vog	Barmah Forest virus	11020
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Basella rugose mosaic virus	373398
"None"	ssDNA viruses	Parvoviridae	Parvovirinae				from_vog	Bat bocavirus	1329649
"None"	ssDNA viruses	Circoviridae	Circovirus				from_vog	Bat associated circovirus 2	1868219
"None"	ssDNA viruses	Circoviridae	Circovirus				from_vog	Bat circovirus	1329650
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Alphacoronavirus	13		from_vog	Bat coronavirus 1A	393767
